Pet, Gender, Education, Urbanicity, Children, Employment, Income
1, 0, Some college, Suburban, 0, 1, 39832
0, 0, Some college, Urban, 0, 0, 39719
0, 1, Bachelor's degree +, Rural, 0, 1, 54708
0, 0, Bachelor's degree +, Suburban, 0, 1, 70204
0, 1, Some college, Urban, 0, 1, 33359
1, 1, Some college, Suburban, 0, 0, 33389
1, 1, Less than high school, Rural, 1, 0, 20721
1, 1, High school, Urban, 1, 1, 28946
1, 1, Some college, Suburban, 0, 1, 33431
0, 1, Some college, Rural, 0, 1, 33354
0, 1, High school, Rural, 1, 0, 28800
1, 1, High school, Suburban, 0, 0, 28989
1, 0, High school, Suburban, 0, 1, 32162
0, 1, Bachelor's degree +, Urban, 1, 0, 54449
0, 1, Bachelor's degree +, Suburban, 0, 0, 54483
1, 1, Bachelor's degree +, Rural, 0, 1, 54505
1, 1, High school, Suburban, 0, 1, 28838
0, 1, High school, Urban, 0, 1, 28724
1, 0, High school, Urban, 0, 1, 32296
0, 1, Bachelor's degree +, Suburban, 0, 1, 54884
1, 0, High school, Urban, 0, 1, 32173
0, 0, Bachelor's degree +, Suburban, 1, 0, 70435
1, 0, Some college, Urban, 0, 1, 39829
1, 1, Bachelor's degree +, Urban, 0, 0, 54288
1, 0, Bachelor's degree +, Urban, 0, 0, 69889
1, 1, Bachelor's degree +, Urban, 0, 1, 54314
1, 0, High school, Urban, 0, 1, 32249
1, 1, Some college, Urban, 0, 1, 33332
1, 1, Less than high school, Rural, 1, 0, 20787
1, 1, High school, Urban, 0, 1, 29045
0, 1, Less than high school, Suburban, 0, 1, 20798
1, 0, Bachelor's degree +, Urban, 1, 0, 70439
0, 1, Bachelor's degree +, Suburban, 0, 1, 54624
1, 1, Bachelor's degree +, Suburban, 1, 1, 54770
1, 0, Bachelor's degree +, Rural, 0, 1, 70366
1, 0, High school, Urban, 1, 1, 32254
0, 0, Bachelor's degree +, Suburban, 1, 0, 70190
1, 1, Some college, Suburban, 1, 1, 33524
1, 0, Bachelor's degree +, Rural, 1, 1, 70543
0, 1, High school, Suburban, 0, 0, 28994
1, 1, Some college, Suburban, 0, 0, 33464
0, 1, High school, Urban, 1, 1, 28726
0, 1, High school, Urban, 1, 0, 28889
0, 0, High school, Urban, 0, 1, 32489
0, 1, High school, Urban, 1, 1, 28830
0, 1, High school, Suburban, 0, 1, 28850
1, 0, High school, Rural, 0, 0, 32034
0, 0, High school, Suburban, 0, 1, 32473
1, 0, High school, Rural, 0, 1, 32365
1, 1, High school, Suburban, 1, 1, 28743
0, 1, High school, Urban, 0, 1, 28994
0, 1, Bachelor's degree +, Suburban, 0, 1, 54718
1, 1, Less than high school, Suburban, 0, 1, 20971
0, 1, Some college, Suburban, 0, 1, 33246
1, 1, Less than high school, Rural, 1, 1, 20787
0, 0, Less than high school, Urban, 0, 0, 22195
0, 1, Some college, Suburban, 0, 0, 33328
1, 0, High school, Rural, 1, 0, 32341
0, 0, Some college, Urban, 1, 1, 39819
0, 0, Bachelor's degree +, Suburban, 0, 0, 70437
0, 0, Bachelor's degree +, Urban, 0, 1, 70595
0, 1, Some college, Rural, 0, 0, 33323
0, 0, High school, Suburban, 0, 0, 32223
0, 0, Bachelor's degree +, Urban, 0, 0, 70057
1, 0, Bachelor's degree +, Rural, 0, 1, 70584
1, 1, Less than high school, Suburban, 1, 0, 20847
0, 1, Some college, Suburban, 0, 0, 33391
1, 0, High school, Urban, 0, 1, 32404
0, 0, Some college, Suburban, 0, 1, 39908
0, 1, Bachelor's degree +, Urban, 0, 0, 54362
0, 0, Some college, Suburban, 1, 0, 39822
1, 0, Some college, Suburban, 1, 1, 39844
1, 0, Bachelor's degree +, Urban, 0, 1, 70139
1, 0, Less than high school, Rural, 0, 1, 22164
1, 0, Some college, Urban, 0, 1, 39610
1, 0, High school, Urban, 0, 0, 32267
1, 1, High school, Suburban, 1, 1, 28841
0, 1, High school, Suburban, 0, 1, 28924
0, 1, Some college, Suburban, 0, 1, 33375
1, 1, High school, Rural, 0, 1, 28949
1, 0, Bachelor's degree +, Suburban, 0, 1, 70590
1, 0, High school, Urban, 1, 1, 32355
1, 1, Some college, Rural, 0, 0, 33233
0, 0, High school, Urban, 0, 1, 32280
0, 1, Bachelor's degree +, Suburban, 0, 1, 54760
1, 0, Some college, Rural, 0, 1, 39842
0, 0, Bachelor's degree +, Rural, 1, 1, 70272
1, 1, Some college, Rural, 0, 1, 33218
0, 1, Some college, Urban, 0, 0, 33558
0, 0, Less than high school, Urban, 0, 1, 22214
1, 1, High school, Rural, 0, 1, 29145
1, 1, Bachelor's degree +, Urban, 0, 1, 54193
1, 1, Some college, Suburban, 0, 0, 33141
1, 1, Some college, Rural, 0, 0, 33488
0, 1, High school, Suburban, 1, 1, 28893
1, 0, Bachelor's degree +, Suburban, 0, 1, 70999
0, 1, Less than high school, Suburban, 1, 0, 20846
1, 1, Bachelor's degree +, Urban, 0, 1, 54221
1, 1, Less than high school, Suburban, 0, 0, 20792
0, 0, Bachelor's degree +, Suburban, 0, 0, 70167
1, 1, Bachelor's degree +, Rural, 0, 0, 54442
1, 1, Less than high school, Urban, 0, 1, 20679
0, 0, Bachelor's degree +, Suburban, 0, 1, 70150
1, 1, Bachelor's degree +, Suburban, 0, 1, 54361
0, 0, High school, Urban, 0, 1, 32264
0, 0, High school, Urban, 1, 1, 32155
0, 1, Some college, Rural, 0, 0, 33606
1, 1, Bachelor's degree +, Suburban, 1, 1, 54345
1, 1, Some college, Suburban, 0, 1, 33324
1, 0, Less than high school, Suburban, 0, 1, 22226
1, 1, High school, Rural, 0, 1, 29055
1, 1, Less than high school, Suburban, 0, 0, 20720
1, 1, Bachelor's degree +, Suburban, 1, 1, 54449
0, 1, High school, Urban, 0, 0, 28873
0, 0, Some college, Urban, 0, 0, 39551
0, 0, High school, Suburban, 0, 0, 32325
1, 1, Some college, Urban, 0, 1, 33383
1, 0, Bachelor's degree +, Suburban, 0, 1, 70519
1, 1, Some college, Rural, 0, 1, 33218
1, 0, Less than high school, Suburban, 0, 1, 22212
1, 1, Bachelor's degree +, Suburban, 1, 1, 54498
1, 1, Less than high school, Suburban, 0, 0, 20783
0, 0, Bachelor's degree +, Suburban, 1, 1, 70740
1, 1, Some college, Rural, 1, 1, 33281
1, 0, Less than high school, Suburban, 1, 0, 22205
0, 1, Some college, Urban, 0, 0, 33381
0, 0, Some college, Suburban, 0, 1, 39824
1, 1, Bachelor's degree +, Urban, 0, 1, 54435
1, 1, High school, Urban, 1, 0, 28902
0, 1, Less than high school, Suburban, 0, 0, 20767
1, 1, Bachelor's degree +, Suburban, 0, 1, 54561
1, 0, High school, Rural, 1, 1, 32280
1, 0, High school, Urban, 0, 1, 32394
1, 1, Bachelor's degree +, Suburban, 0, 1, 54545
1, 0, High school, Suburban, 0, 1, 32287
1, 0, Less than high school, Urban, 0, 1, 22255
1, 1, High school, Suburban, 0, 0, 28768
0, 1, Bachelor's degree +, Urban, 0, 1, 54619
0, 1, High school, Suburban, 1, 1, 28886
0, 1, Less than high school, Suburban, 0, 1, 20768
1, 1, Bachelor's degree +, Suburban, 0, 1, 54144
1, 1, High school, Rural, 0, 0, 29020
1, 1, Some college, Urban, 0, 1, 33411
1, 1, High school, Suburban, 1, 0, 28823
0, 1, High school, Suburban, 0, 0, 28650
0, 0, High school, Suburban, 0, 0, 32391
0, 1, Some college, Suburban, 0, 1, 33314
1, 0, Some college, Urban, 0, 1, 39817
1, 0, Less than high school, Rural, 0, 1, 22228
1, 1, Bachelor's degree +, Urban, 0, 0, 54110
1, 1, Some college, Urban, 0, 1, 33384
1, 0, Some college, Rural, 1, 0, 39950
1, 1, High school, Suburban, 1, 1, 28955
1, 1, Bachelor's degree +, Urban, 0, 1, 54477
0, 0, Bachelor's degree +, Suburban, 0, 0, 70500
1, 0, Some college, Suburban, 0, 0, 39826
0, 1, Less than high school, Rural, 1, 1, 20815
0, 0, Bachelor's degree +, Urban, 0, 1, 70451
1, 1, Bachelor's degree +, Suburban, 1, 1, 54930
1, 0, Bachelor's degree +, Suburban, 0, 0, 70559
0, 1, High school, Suburban, 0, 1, 28879
1, 0, Bachelor's degree +, Suburban, 0, 1, 70581
1, 1, High school, Urban, 0, 1, 28890
0, 0, Bachelor's degree +, Rural, 1, 0, 70435
1, 0, Some college, Suburban, 0, 1, 39867
1, 1, Bachelor's degree +, Urban, 0, 1, 54354
1, 0, High school, Suburban, 0, 1, 32300
1, 1, Some college, Urban, 0, 0, 33370
0, 1, Bachelor's degree +, Suburban, 0, 0, 54250
0, 1, High school, Suburban, 0, 1, 28883
0, 0, Bachelor's degree +, Urban, 0, 0, 69961
0, 1, Some college, Suburban, 1, 1, 33161
1, 1, Some college, Suburban, 0, 0, 33322
0, 1, Bachelor's degree +, Suburban, 0, 1, 54494
1, 0, Bachelor's degree +, Urban, 1, 0, 70752
1, 1, Some college, Suburban, 0, 0, 33489
1, 0, Bachelor's degree +, Suburban, 0, 0, 70264
1, 1, High school, Rural, 0, 1, 29004
0, 1, Bachelor's degree +, Rural, 0, 1, 54824
1, 1, Some college, Suburban, 1, 0, 33378
0, 1, High school, Urban, 0, 1, 28917
1, 0, Some college, Urban, 0, 1, 39796
0, 1, Bachelor's degree +, Suburban, 1, 1, 54363
1, 1, High school, Urban, 0, 1, 28744
1, 0, Some college, Urban, 0, 1, 39882
1, 1, Some college, Suburban, 0, 1, 33369
0, 1, Bachelor's degree +, Urban, 0, 0, 54323
1, 1, Some college, Suburban, 1, 1, 33257
1, 1, High school, Rural, 0, 1, 28906
0, 0, Bachelor's degree +, Urban, 0, 1, 70286
1, 0, Some college, Urban, 1, 1, 39783
1, 0, Bachelor's degree +, Urban, 0, 1, 70711
1, 1, Some college, Rural, 0, 0, 33483
0, 0, Less than high school, Suburban, 0, 1, 22261
1, 1, High school, Suburban, 1, 1, 28954
1, 0, Bachelor's degree +, Suburban, 1, 1, 70591
1, 1, Less than high school, Suburban, 1, 1, 20838
0, 1, High school, Urban, 0, 0, 28746
1, 1, High school, Suburban, 0, 1, 28976
1, 0, High school, Suburban, 0, 0, 32303
0, 1, Less than high school, Suburban, 0, 0, 20807
1, 1, Bachelor's degree +, Urban, 0, 1, 54532
0, 1, Bachelor's degree +, Suburban, 0, 0, 54348
0, 0, Bachelor's degree +, Suburban, 0, 0, 71074
1, 1, Some college, Suburban, 0, 1, 33467
1, 0, Some college, Rural, 1, 0, 39768
0, 0, High school, Suburban, 0, 0, 32115
0, 1, Some college, Suburban, 0, 0, 33269
1, 1, Less than high school, Suburban, 0, 1, 20773
0, 0, High school, Urban, 0, 1, 32321
0, 1, Some college, Suburban, 0, 0, 33351
0, 1, High school, Suburban, 1, 0, 28993
1, 1, Some college, Suburban, 0, 1, 33529
1, 1, Bachelor's degree +, Suburban, 0, 1, 54075
1, 1, Less than high school, Rural, 0, 1, 20665
0, 0, High school, Rural, 0, 0, 32298
1, 0, Bachelor's degree +, Suburban, 0, 1, 70158
0, 0, Bachelor's degree +, Urban, 1, 1, 70311
1, 0, High school, Urban, 0, 1, 32317
0, 1, Bachelor's degree +, Suburban, 0, 1, 54388
0, 0, Some college, Rural, 1, 1, 39849
0, 0, Bachelor's degree +, Urban, 0, 1, 70569
0, 1, Less than high school, Suburban, 0, 0, 20910
0, 0, High school, Urban, 0, 1, 32178
1, 1, Bachelor's degree +, Urban, 0, 1, 54392
1, 1, Bachelor's degree +, Suburban, 1, 1, 54520
1, 0, High school, Urban, 0, 1, 32432
0, 1, High school, Suburban, 0, 0, 28989
0, 1, High school, Suburban, 0, 1, 28884
1, 0, High school, Urban, 0, 0, 32026
1, 0, Some college, Suburban, 0, 1, 40033
0, 0, Bachelor's degree +, Urban, 0, 1, 70435
0, 0, Some college, Urban, 0, 1, 39836
0, 0, Bachelor's degree +, Rural, 0, 1, 70510
1, 0, Some college, Rural, 0, 1, 39990
0, 1, Bachelor's degree +, Suburban, 0, 1, 54375
1, 1, Some college, Suburban, 0, 0, 33389
1, 1, High school, Suburban, 0, 1, 28792
0, 0, Bachelor's degree +, Suburban, 0, 0, 70643
1, 1, Some college, Urban, 1, 1, 33561
0, 1, Bachelor's degree +, Suburban, 1, 1, 54455
1, 0, Bachelor's degree +, Rural, 0, 1, 70553
0, 1, Some college, Suburban, 0, 1, 33360
1, 0, Some college, Rural, 0, 1, 40117
0, 1, High school, Urban, 1, 0, 28899
0, 0, High school, Suburban, 1, 1, 32378
0, 0, Less than high school, Suburban, 0, 1, 22174
0, 0, Bachelor's degree +, Rural, 0, 0, 70546
1, 0, High school, Urban, 0, 1, 32326
0, 1, Bachelor's degree +, Suburban, 0, 1, 54095
0, 1, High school, Suburban, 0, 0, 28949
1, 1, High school, Suburban, 0, 1, 28867
1, 1, Less than high school, Urban, 0, 1, 20626
1, 1, Bachelor's degree +, Suburban, 1, 1, 54578
1, 1, High school, Urban, 0, 0, 29017
1, 1, Bachelor's degree +, Urban, 1, 1, 54491
0, 1, Bachelor's degree +, Suburban, 1, 0, 54504
0, 1, High school, Urban, 0, 0, 28785
1, 0, High school, Rural, 0, 0, 32611
0, 1, High school, Urban, 0, 0, 28958
0, 1, Some college, Suburban, 0, 1, 33407
0, 1, High school, Urban, 0, 0, 28832
1, 1, Bachelor's degree +, Urban, 0, 1, 54195
1, 0, High school, Urban, 0, 1, 32178
0, 0, Some college, Urban, 0, 0, 39643
1, 0, High school, Suburban, 1, 1, 32071
1, 0, High school, Suburban, 0, 1, 32347
1, 1, Less than high school, Urban, 0, 1, 20928
0, 0, Bachelor's degree +, Suburban, 0, 0, 70267
1, 0, High school, Suburban, 0, 1, 32369
1, 0, High school, Suburban, 0, 1, 32357
1, 1, Bachelor's degree +, Urban, 0, 0, 54282
0, 0, Bachelor's degree +, Suburban, 0, 1, 70517
1, 0, Bachelor's degree +, Rural, 0, 1, 70153
1, 0, Less than high school, Urban, 0, 1, 22156
1, 0, Bachelor's degree +, Suburban, 1, 0, 70416
1, 0, Bachelor's degree +, Rural, 0, 1, 70474
0, 1, Some college, Suburban, 0, 1, 33365
1, 1, Some college, Suburban, 0, 1, 33289
0, 0, Some college, Suburban, 0, 0, 39772
1, 1, Less than high school, Suburban, 0, 0, 20776
1, 1, Less than high school, Suburban, 0, 1, 20760
1, 0, High school, Rural, 0, 1, 32195
1, 1, High school, Urban, 0, 1, 28771
1, 1, Bachelor's degree +, Suburban, 1, 1, 54087
0, 0, High school, Suburban, 1, 0, 32333
0, 0, High school, Suburban, 0, 1, 32140
1, 1, Some college, Suburban, 0, 1, 33327
1, 0, High school, Suburban, 0, 1, 32147
1, 1, High school, Urban, 0, 0, 28830
0, 1, Some college, Suburban, 1, 1, 33270
1, 1, Bachelor's degree +, Urban, 1, 1, 54541
0, 0, High school, Suburban, 0, 0, 32234
1, 1, High school, Rural, 0, 0, 28923
1, 0, Bachelor's degree +, Urban, 0, 0, 70667
1, 0, Bachelor's degree +, Suburban, 0, 0, 70386
1, 1, Less than high school, Rural, 0, 1, 20783
1, 0, High school, Suburban, 1, 1, 32050
1, 0, High school, Rural, 1, 1, 32293
0, 0, High school, Suburban, 0, 1, 32301
0, 1, High school, Urban, 1, 1, 28907
1, 1, Bachelor's degree +, Suburban, 0, 1, 54733
0, 0, High school, Suburban, 0, 1, 32030
0, 0, Some college, Rural, 0, 1, 39817
1, 0, Bachelor's degree +, Suburban, 0, 0, 70597
0, 1, Bachelor's degree +, Urban, 1, 1, 54526
0, 0, Bachelor's degree +, Urban, 0, 0, 70749
1, 1, Some college, Suburban, 1, 0, 33350
0, 1, Less than high school, Urban, 0, 0, 20732
1, 1, Bachelor's degree +, Urban, 0, 1, 54789
1, 0, High school, Rural, 0, 1, 32251
0, 1, Less than high school, Suburban, 0, 1, 20794
1, 0, Some college, Suburban, 0, 0, 39645
0, 1, Bachelor's degree +, Suburban, 1, 0, 54220
0, 0, Less than high school, Suburban, 1, 0, 22217
1, 1, Less than high school, Suburban, 0, 0, 20784
1, 0, High school, Suburban, 0, 0, 32326
1, 1, High school, Suburban, 1, 1, 28837
0, 0, Bachelor's degree +, Suburban, 0, 0, 70661
1, 1, Less than high school, Rural, 1, 1, 20715
1, 0, High school, Rural, 1, 0, 32509
1, 1, Some college, Suburban, 1, 1, 33164
1, 1, High school, Suburban, 0, 1, 28937
0, 1, Bachelor's degree +, Suburban, 1, 1, 54198
1, 0, Bachelor's degree +, Suburban, 1, 1, 70054
0, 0, Less than high school, Suburban, 0, 1, 22162
1, 1, Bachelor's degree +, Suburban, 0, 1, 54570
1, 1, Bachelor's degree +, Suburban, 0, 0, 54744
1, 1, High school, Suburban, 0, 1, 28894
0, 1, Some college, Urban, 1, 0, 33471
1, 1, High school, Suburban, 0, 1, 28997
1, 1, High school, Rural, 0, 1, 28949
1, 0, High school, Urban, 0, 1, 32308
1, 1, Bachelor's degree +, Suburban, 0, 0, 54490
1, 0, Less than high school, Rural, 0, 0, 22138
1, 1, Less than high school, Suburban, 1, 1, 20653
1, 1, High school, Suburban, 0, 1, 28639
1, 1, Less than high school, Suburban, 1, 0, 20783
1, 1, Bachelor's degree +, Suburban, 1, 1, 54231
1, 1, Some college, Urban, 0, 0, 33312
0, 0, High school, Urban, 0, 0, 32252
0, 1, Bachelor's degree +, Urban, 0, 1, 54464
1, 0, Some college, Suburban, 0, 0, 39777
1, 0, Some college, Urban, 0, 1, 40055
1, 1, High school, Suburban, 0, 0, 28888
1, 1, High school, Urban, 0, 0, 28811
0, 0, High school, Suburban, 1, 0, 32243
1, 1, Less than high school, Urban, 1, 1, 20776
1, 1, High school, Suburban, 0, 0, 28891
1, 1, Some college, Urban, 0, 1, 33349
0, 0, Some college, Suburban, 0, 0, 39823
1, 1, High school, Suburban, 0, 1, 29060
0, 1, Some college, Urban, 1, 1, 33385
1, 0, Less than high school, Suburban, 0, 1, 22325
0, 0, Bachelor's degree +, Suburban, 0, 0, 70175
1, 0, Some college, Rural, 1, 1, 39962
1, 1, Bachelor's degree +, Suburban, 0, 1, 54450
1, 0, Some college, Suburban, 1, 1, 39892
1, 1, Some college, Rural, 0, 0, 33371
1, 1, Some college, Suburban, 1, 1, 33386
1, 0, Some college, Urban, 1, 1, 39750
1, 0, High school, Rural, 0, 1, 32433
1, 0, Less than high school, Rural, 0, 1, 22243
0, 1, Less than high school, Suburban, 0, 1, 20791
1, 1, Bachelor's degree +, Urban, 0, 1, 54508
0, 1, Some college, Suburban, 0, 1, 33319
1, 0, Some college, Urban, 1, 1, 40057
1, 0, Some college, Urban, 1, 1, 39837
1, 0, Some college, Rural, 0, 0, 39860
1, 1, Less than high school, Suburban, 1, 1, 20800
0, 0, Some college, Suburban, 0, 1, 39746
1, 0, High school, Rural, 0, 1, 32428
0, 1, Less than high school, Suburban, 0, 1, 20759
1, 1, Bachelor's degree +, Suburban, 0, 0, 54574
1, 0, Bachelor's degree +, Suburban, 0, 1, 70603
1, 1, Some college, Urban, 0, 1, 33096
0, 0, Bachelor's degree +, Suburban, 0, 0, 70759
1, 0, High school, Rural, 0, 1, 32332
0, 1, Bachelor's degree +, Rural, 0, 0, 54448
0, 0, High school, Rural, 0, 1, 32355
0, 1, Bachelor's degree +, Suburban, 1, 1, 54261
0, 1, Some college, Suburban, 0, 0, 33163
0, 1, High school, Suburban, 0, 1, 28957
0, 1, Bachelor's degree +, Suburban, 1, 0, 54659
1, 1, Some college, Suburban, 1, 1, 33219
0, 1, Bachelor's degree +, Suburban, 0, 1, 54425
1, 0, Bachelor's degree +, Suburban, 0, 1, 70036
1, 0, Some college, Suburban, 0, 1, 40035
0, 0, Some college, Urban, 0, 1, 39811
1, 0, High school, Rural, 0, 1, 32293
1, 1, High school, Rural, 1, 1, 28738
1, 1, Bachelor's degree +, Urban, 0, 1, 54486
0, 0, Bachelor's degree +, Suburban, 1, 0, 70366
1, 0, High school, Urban, 1, 1, 32164
1, 0, Less than high school, Rural, 0, 1, 22191
1, 1, Some college, Rural, 0, 1, 33438
0, 0, Some college, Suburban, 1, 1, 39687
0, 1, Some college, Suburban, 0, 1, 33185
0, 1, Less than high school, Suburban, 0, 1, 20795
1, 1, High school, Suburban, 0, 1, 28715
0, 1, Some college, Suburban, 0, 1, 33546
1, 0, Bachelor's degree +, Urban, 0, 0, 70364
1, 1, Some college, Urban, 0, 1, 33247
1, 0, Bachelor's degree +, Rural, 0, 1, 70060
0, 0, Less than high school, Suburban, 0, 1, 22323
0, 1, Bachelor's degree +, Urban, 0, 1, 54763
0, 0, High school, Suburban, 0, 1, 32296
1, 0, Some college, Suburban, 0, 1, 39954
0, 1, Bachelor's degree +, Suburban, 0, 1, 54217
1, 1, Some college, Suburban, 0, 0, 33107
0, 0, Bachelor's degree +, Urban, 0, 0, 69990
1, 1, Bachelor's degree +, Suburban, 0, 1, 54389
0, 0, Bachelor's degree +, Suburban, 0, 1, 70533
1, 1, Bachelor's degree +, Suburban, 1, 1, 54347
1, 1, Bachelor's degree +, Urban, 0, 1, 54431
0, 1, Bachelor's degree +, Suburban, 0, 1, 54546
1, 0, Bachelor's degree +, Rural, 0, 0, 70332
1, 1, Bachelor's degree +, Suburban, 0, 1, 54664
1, 0, High school, Suburban, 0, 1, 32382
1, 0, Bachelor's degree +, Suburban, 0, 1, 70932
0, 0, Some college, Suburban, 0, 0, 39821
0, 1, Bachelor's degree +, Suburban, 1, 1, 54453
0, 0, High school, Urban, 0, 1, 32300
1, 1, Bachelor's degree +, Suburban, 0, 1, 54356
1, 0, Bachelor's degree +, Suburban, 0, 1, 69972
1, 0, Some college, Suburban, 0, 1, 40013
1, 1, High school, Suburban, 0, 1, 28913
1, 1, High school, Suburban, 0, 1, 28710
1, 0, High school, Suburban, 1, 1, 32243
1, 0, Some college, Rural, 0, 0, 39938
1, 1, Bachelor's degree +, Urban, 0, 1, 54478
1, 0, High school, Suburban, 0, 0, 32362
1, 1, High school, Urban, 0, 0, 28979
1, 1, Bachelor's degree +, Suburban, 1, 1, 54529
1, 1, Bachelor's degree +, Rural, 0, 0, 54295
0, 0, Bachelor's degree +, Suburban, 0, 1, 70497
1, 1, High school, Urban, 0, 0, 29103
0, 0, High school, Rural, 1, 1, 32271
1, 0, Bachelor's degree +, Rural, 0, 1, 70285
0, 1, Bachelor's degree +, Urban, 0, 1, 54576
0, 1, Bachelor's degree +, Urban, 0, 0, 54437
1, 1, High school, Urban, 0, 1, 28755
0, 1, High school, Suburban, 0, 0, 28896
0, 0, Bachelor's degree +, Suburban, 0, 0, 70481
1, 1, Some college, Urban, 0, 0, 33337
1, 1, High school, Suburban, 0, 1, 28986
0, 0, Some college, Urban, 1, 1, 39754
1, 0, High school, Suburban, 0, 1, 32156
1, 1, Some college, Suburban, 0, 0, 33162
1, 1, Some college, Rural, 1, 0, 33398
0, 0, Some college, Suburban, 0, 1, 39776
0, 0, Some college, Suburban, 0, 1, 39826
1, 0, Some college, Urban, 0, 1, 39850
0, 0, Bachelor's degree +, Suburban, 0, 1, 70532
1, 1, Bachelor's degree +, Urban, 0, 1, 54763
1, 1, Less than high school, Suburban, 1, 1, 20764
1, 0, High school, Urban, 0, 1, 32563
1, 0, High school, Suburban, 0, 1, 32282
1, 1, Bachelor's degree +, Urban, 0, 1, 54937
1, 1, Bachelor's degree +, Urban, 0, 0, 54481
1, 1, High school, Urban, 1, 1, 28873
0, 0, High school, Urban, 0, 0, 32181
1, 0, Less than high school, Suburban, 1, 1, 22024
1, 0, Bachelor's degree +, Urban, 1, 0, 70468
1, 0, Less than high school, Suburban, 0, 1, 22259
0, 0, Bachelor's degree +, Urban, 0, 0, 70523
0, 1, Bachelor's degree +, Urban, 0, 1, 54504
1, 1, Less than high school, Suburban, 0, 0, 20880
1, 1, High school, Rural, 1, 1, 28870
0, 0, Some college, Suburban, 0, 0, 39600
1, 0, High school, Suburban, 1, 1, 32464
1, 0, High school, Rural, 0, 1, 32082
1, 1, Some college, Suburban, 0, 1, 33193
0, 1, Bachelor's degree +, Suburban, 1, 0, 54060
0, 0, Bachelor's degree +, Suburban, 0, 1, 70544
1, 1, Less than high school, Rural, 0, 1, 20722
0, 0, Bachelor's degree +, Suburban, 1, 0, 70429
1, 1, Some college, Urban, 0, 1, 33299
0, 1, High school, Suburban, 0, 0, 28710
0, 1, Bachelor's degree +, Urban, 1, 0, 54479
0, 0, Bachelor's degree +, Suburban, 0, 0, 71053
0, 0, Less than high school, Suburban, 0, 0, 22188
1, 0, Bachelor's degree +, Urban, 0, 1, 70537
0, 1, Bachelor's degree +, Urban, 0, 1, 54280
1, 1, Some college, Suburban, 0, 1, 33340
